PERCUSSO_I;ROTA_ID;EMP_ID;LOCAL_ID;ROTA_DESC;TPCIRCUITO_DESC;LOCAL_NOME
001519;Q0628;0364;1065;COLETA DOMICILIAR DIURNA;-REA;ALTO SANTA ISABEL
001522;Q0630;0364;0450;COLETA DOMICILIAR DIURNA;-REA;SANTANA
001523;Q0632;0364;1067;COLETA DOMICILIAR DIURNA;-REA;CASA AMARELA ( PROXIMO  SITIO DA TRINDADE )
001527;Q0634;0364;0310;COLETA DOMICILIAR DIURNA;-REA;CAMPINA DO BARRETO
001526;Q0634;0364;0361;COLETA DOMICILIAR DIURNA;-REA;PORTO DA MADEIRA
001528;Q0636;0364;0329;COLETA DOMICILIAR DIURNA;-REA;ARRUDA
001529;Q0636;0364;1068;COLETA DOMICILIAR DIURNA;-REA;CH+O DE ESTRELAS
001525;Q0638;0364;0191;COLETA DOMICILIAR DIURNA;-REA;TAMARINEIRA
001524;Q0638;0364;0930;COLETA DOMICILIAR DIURNA;-REA;PONTO DE PARADA
001531;Q0640;0364;0280;COLETA DOMICILIAR DIURNA;-REA;CAMPO GRANDE
001530;Q0640;0364;0302;COLETA DOMICILIAR DIURNA;-REA;HIPODROMO
001532;Q0642;0364;0272;COLETA DOMICILIAR DIURNA;-REA;TORREAO
001687;Q0644;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001727;Q0646;0364;0205;COLETA DOMICILIAR DIURNA;-REA;BOA VIAGEM
001602;Q0648;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001475;Q0650;0364;0019;COLET DOMICILIAR DIURNA;-REA;RECIFE
001560;Q0652;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001390;Q0654;0364;0841;COLETA DIARIA DOMICILIAR;-REA;CACOTE
001388;Q0654;0364;1059;COLETA DIARIA DOMICILIAR;-REA;VILA CARDEAL E SILVA
001389;Q0654;0364;1060;COLETA DIARIA DOMICILIAR;-REA;JARDIM UCHOA
001392;Q0656;0364;0850;COLETA DIARIA DOMICILIAR;-REA;AREIAS
001391;Q0656;0364;0868;COLETA DIARIA DOMICILIAR;-REA;JARDIM SAO PAULO
001720;Q0657;0364;0019;COLETA DOMICILIAR VESPERTINO;-REA;RECIFE
001393;Q0658;0364;0892;COLETA DIARIA DOMICILIAR;-REA;TEJIPIO
001480;Q0659;0364;0019;COLETA DOMICILIAR VESPERTINO;-REA;RECIFE
001878;Q0660;0364;0019;SETORES DI-RIOS DIURNOS;-REA;RECIFE
001534;Q0661;0364;0019;COLETA  DOMICILIAR VESPERTINO;-REA;RECIFE
002393;Q0662;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001449;Q0664;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001740;Q0666;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001695;Q0668;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001398;Q0670;0364;0876;COLETA DIARIA DOMICILIAR;-REA;BARRO
001397;Q0670;0364;1061;COLETA DIARIA DOMICILIAR;-REA;PACHECO
001666;Q0672;0364;0264;SETORES DI-RIOS DIURNOS;-REA;IMBIRIBEIRA
001536;Q0674;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001608;Q0676;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001533;Q0678;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001502;Q0680;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001609;Q0682;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001877;Q0684;0364;0256;SETORES DI-RIOS DIURNOS;-REA;BRASILIA TEIMOSA
001876;Q0686;0364;0248;SETORES DI-RIOS DIURNOS;-REA;PINA
002018;Q0688;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001730;Q0690;0364;0019;COL DOMICILIAR DIURNA 2¦ EXTRA;-REA;RECIFE
001485;Q0692;0364;0019;COL DOMICILIAR DIURNA 2¦ EXTRA;-REA;RECIFE
002394;Q0694;0364;0019;COL DOMICILIAR DIURNA 2¦ EXTRA;-REA;RECIFE
002395;Q0696;0364;0019;COLET DOMICILIAR DIURNA;-REA;RECIFE
002396;Q0698;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001540;Q1602;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001541;Q1604;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001453;Q1606;0364;0256;COLETA DOMICILIAR DIURNA;-REA;BRASILIA TEIMOSA
001457;Q1608;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001542;Q1610;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001543;Q1612;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001455;Q1614;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001544;Q1616;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001545;Q1618;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001546;Q1620;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001547;Q1622;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001548;Q1624;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001549;Q1626;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001829;Q1628;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001836;Q1630;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
001837;Q1632;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002005;Q1634;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002006;Q1636;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002007;Q1638;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002008;Q1640;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002009;Q1642;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002010;Q1644;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002011;Q1646;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002012;Q1648;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002013;Q1650;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002014;Q1652;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002015;Q1654;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002064;Q1662;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002069;Q1666;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002065;Q1668;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002066;Q1670;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002067;Q1674;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002068;Q1676;0364;0019;COLETA DOMICILIAR DIURNA;-REA;RECIFE
002397;Q195;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001535;Q2602;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001550;Q2604;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001551;Q2606;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001552;Q2608;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001553;Q2610;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001554;Q2612;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001555;Q2614;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001556;Q2616;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001557;Q2618;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001558;Q2620;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001559;Q2622;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001932;Q2624;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001933;Q2626;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001838;Q2628;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001935;Q2630;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001839;Q2632;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001840;Q2634;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001934;Q2636;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001564;R0101;0436;0019;COLETA RASPAGEM ALTERNADA;-REA;RECIFE
001721;R0107;0436;0019;COLETA RASPAGEM ALTERNADA;-REA;RECIFE
002075;R0204;0436;0019;COLETA RASPAGEM ALTERNADA;-REA;RECIFE
001726;R0301;0436;0019;COLETA RASPAGEM ALTERNADA;-REA;RECIFE
001725;R0307;0436;0019;COLETA RASPAGEM ALTERNADA;-REA;RECIFE
001722;R1604;0436;0019;COLETA RASPAGEM  -  DOMINGO;-REA;RECIFE
002112;SAPCR;0704;0019;SERVIÃOS DA ADM PCR;-REA;RECIFE
001872;SE01;0147;0019;COLETA DA SERQUIPE;-REA;RECIFE
001387;SR02;0027;1058;MERCADO DE SANTA RITA;PONTUAL;MERCADO SANTA RITA
002626;URB01;0331;0205;COLETA DIARIA DIURNA;-REA;BOA VIAGEM
002077;V0101;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002398;V0103;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002078;V0105;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002079;V0107;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002080;V0109;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002081;V0111;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002399;V0113;0699;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002400;V0202;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002083;V0204;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002084;V0206;0708;0027;COLETA DIURNA ALTERNADA;-REA;SANTO ANTONIO
002085;V0208;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002086;V0210;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002087;V0212;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002088;V0214;0708;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002089;V0301;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002090;V0303;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002091;V0305;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002092;V0307;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002093;V0309;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002094;V0311;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002095;V0313;0708;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002096;V0402;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002097;V0404;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002098;V0406;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002099;V0408;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002100;V0410;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002101;V0412;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002102;V0414;0699;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002627;V11;0699;1100;CAIXA COMPACTADORA;-REA;CAIS DE SANTA RITA
002636;V12;0699;1002;CAIXA COMPACTADORA;-REA;AV. DR. JAIME DA FONTE
002103;V1602;0708;0019;COLETA DIURNA DOMINGO;-REA;RECIFE
002104;V1604;0699;0019;COLETA DIURNA DOMINGO;-REA;RECIFE
002105;V1606;0708;0019;COLETA DIURNA DOMINGO;-REA;RECIFE
002106;V1608;0708;0019;COLETA DIURNA DOMINGO;-REA;RECIFE
002630;V21;0699;0426;CAIXA COMPACTADORA;-REA;BOMBA DO HEMETERIO
002631;V22;0699;1001;CAIXA COMPACTADORA;-REA;AV. AG. MAGALH+ES (FAIXA MORTA - AV. NORTE -TACARUNA)
002107;V2602;0708;0019;COLETA NOTURNA  DOMINGO;-REA;RECIFE
002108;V2604;0708;0019;COLETA NOTURNA DOMINGO;-REA;RECIFE
002109;V2606;0708;0019;COLETA NOTURNA  DOMINGO;-REA;RECIFE
002110;V2608;0708;0019;COLETA NOTURNA DOMINGO;-REA;RECIFE
002632;V41;0699;1105;CAIXA COMPACTADORA;-REA;RUA CLARA NUNES
002633;V51;0699;0779;CAIXA COMPACTADORA;-REA;AFOGADOS
002634;V61;0699;1102;CAIXA COMPACTADORA;-REA;COMUNIDADE ENTRA  APULSO
002635;V62;0699;1103;CAIXA COMPACTADORA;-REA;COMUNIDADE DANCYNG DAYS
